framenr,riders,numbers,boxes
106,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(972, 529, 1051, 625), (1097, 525, 1186, 614), (632, 370, 675, 415), (673, 367, 711, 410)]"
107,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(971, 531, 1050, 628), (1098, 528, 1189, 615), (635, 370, 678, 415), (675, 371, 713, 412)]"
108,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(966, 533, 1047, 634), (1098, 532, 1186, 620), (634, 373, 676, 417), (674, 374, 713, 414)]"
109,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(966, 541, 1045, 642), (1098, 536, 1188, 628), (634, 375, 675, 419), (674, 375, 714, 415)]"
110,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(964, 546, 1045, 642), (1104, 546, 1188, 638), (638, 375, 679, 420), (677, 376, 717, 417)]"
111,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(964, 544, 1048, 642), (1108, 547, 1190, 644), (640, 377, 681, 424), (681, 379, 718, 421)]"
112,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(969, 545, 1053, 640), (1113, 551, 1197, 653), (646, 380, 692, 426), (683, 383, 721, 426)]"
113,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(970, 546, 1054, 639), (1114, 556, 1198, 656), (642, 381, 683, 428), (684, 386, 722, 429)]"
114,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(970, 548, 1055, 640), (1116, 555, 1197, 660), (643, 382, 683, 430), (684, 386, 722, 430)]"
115,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(971, 548, 1056, 644), (1115, 555, 1199, 665), (643, 385, 684, 433), (684, 387, 723, 432)]"
116,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(970, 552, 1054, 650), (1115, 559, 1203, 666), (645, 385, 687, 435), (685, 387, 725, 433)]"
117,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(968, 560, 1053, 659), (1115, 560, 1207, 666), (646, 385, 687, 435), (685, 387, 725, 433)]"
118,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(970, 565, 1060, 666), (1116, 565, 1205, 667), (649, 388, 689, 437), (687, 387, 729, 434)]"
119,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(971, 568, 1060, 673), (1117, 569, 1210, 669), (649, 392, 692, 440), (687, 390, 730, 436)]"
120,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(970, 573, 1060, 682), (1118, 574, 1211, 675), (652, 392, 696, 441), (691, 389, 732, 436)]"
121,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(972, 577, 1061, 687), (1118, 576, 1213, 678), (654, 391, 694, 439), (693, 388, 735, 435)]"
122,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(976, 580, 1060, 692), (1120, 576, 1213, 677), (655, 387, 697, 436), (694, 384, 736, 432)]"
123,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(980, 580, 1064, 690), (1127, 576, 1218, 678), (660, 388, 701, 434), (697, 386, 736, 431)]"
124,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(989, 578, 1071, 688), (1139, 579, 1228, 681), (662, 386, 705, 432), (701, 386, 741, 430)]"
125,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(992, 581, 1082, 689), (1145, 581, 1237, 685), (663, 385, 707, 433), (704, 385, 745, 431)]"
126,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(998, 583, 1090, 692), (1164, 588, 1247, 692), (666, 384, 711, 433), (709, 383, 753, 432)]"
127,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(1006, 586, 1104, 692), (1172, 593, 1264, 700), (669, 380, 717, 429), (712, 381, 756, 428)]"
128,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(1023, 593, 1121, 688), (1191, 598, 1280, 705), (677, 378, 721, 426), (719, 382, 760, 428)]"
129,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(1041, 586, 1135, 691), (1204, 598, 1294, 711), (681, 378, 727, 425), (723, 378, 763, 423)]"
130,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(1054, 581, 1153, 686), (1225, 601, 1309, 711), (687, 374, 733, 423), (731, 374, 771, 420)]"
