framenr,riders,numbers,boxes
1,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Biniam GIRMAY HAILU', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL']","['204', '6', '111', '204', '191', '1', '1']","[(40, 680, 142, 783), (1344, 618, 1441, 713), (1072, 575, 1147, 647), (139, 676, 241, 773), (750, 523, 821, 588), (1136, 569, 1217, 642), (580, 531, 645, 586)]"
2,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Biniam GIRMAY HAILU', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL', 'Neilson POWLESS']","['204', '6', '111', '204', '191', '1', '1', '96']","[(23, 678, 130, 787), (1334, 625, 1435, 723), (1054, 586, 1129, 653), (124, 678, 225, 774), (731, 526, 800, 592), (1115, 574, 1195, 649), (580, 531, 645, 586), (1421, 623, 1506, 700)]"
3,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Biniam GIRMAY HAILU', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL', 'Neilson POWLESS']","['204', '6', '111', '204', '191', '1', '1', '96']","[(15, 683, 117, 788), (1319, 629, 1422, 727), (1034, 588, 1106, 660), (115, 682, 215, 776), (717, 527, 788, 592), (1095, 578, 1176, 651), (580, 531, 645, 586), (1410, 627, 1495, 709)]"
4,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Biniam GIRMAY HAILU', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Neilson POWLESS', 'Tosh VAN DER SANDE']","['204', '6', '111', '204', '191', '1', '96', '16']","[(9, 687, 105, 786), (1314, 631, 1419, 726), (1011, 588, 1084, 661), (108, 683, 205, 783), (694, 527, 763, 591), (1073, 577, 1151, 652), (1406, 628, 1487, 709), (516, 535, 579, 589)]"
5,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Neilson POWLESS', 'Tosh VAN DER SANDE', 'Tim VAN DIJKE', 'Xandro MEURISSE']","['204', '6', '11', '204', '191', '1', '96', '16', '15', '7']","[(6, 678, 102, 780), (1303, 629, 1400, 722), (1023, 578, 1111, 649), (102, 677, 200, 776), (682, 526, 750, 589), (1057, 577, 1130, 647), (1388, 626, 1475, 707), (503, 533, 571, 588), (748, 520, 816, 584), (441, 537, 506, 587)]"
6,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Neilson POWLESS', 'Tosh VAN DER SANDE', 'Tim VAN DIJKE', 'Xandro MEURISSE']","['204', '6', '11', '204', '191', '1', '96', '16', '15', '7']","[(8, 669, 102, 768), (1296, 623, 1390, 715), (979, 583, 1055, 651), (104, 670, 205, 765), (672, 513, 740, 579), (1041, 568, 1119, 641), (1376, 620, 1464, 700), (490, 528, 555, 583), (737, 510, 804, 578), (431, 533, 491, 581)]"
7,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Neilson POWLESS', 'Tosh VAN DER SANDE', 'Tim VAN DIJKE', 'Xandro MEURISSE']","['204', '6', '11', '204', '191', '1', '96', '16', '15', '7']","[(16, 651, 120, 752), (1318, 608, 1426, 695), (966, 576, 1035, 647), (116, 654, 212, 752), (666, 505, 735, 569), (1025, 561, 1102, 634), (1369, 608, 1452, 687), (488, 519, 551, 574), (732, 504, 795, 567), (426, 524, 484, 574)]"
8,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Neilson POWLESS', 'Tosh VAN DER SANDE', 'Tim VAN DIJKE', 'Xandro MEURISSE']","['204', '6', '11', '204', '191', '1', '96', '16', '15', '7']","[(27, 640, 132, 735), (1285, 599, 1377, 691), (958, 564, 1024, 629), (135, 639, 228, 732), (664, 496, 733, 558), (1012, 552, 1089, 626), (1369, 608, 1452, 687), (485, 510, 548, 560), (732, 494, 791, 553), (425, 515, 481, 562)]"
9,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Neilson POWLESS', 'Tosh VAN DER SANDE', 'Tim VAN DIJKE', 'Xandro MEURISSE']","['204', '6', '11', '204', '191', '1', '96', '16', '15', '7']","[(57, 621, 155, 717), (1285, 599, 1377, 691), (949, 550, 1007, 620), (163, 621, 252, 716), (668, 484, 733, 544), (1000, 540, 1078, 609), (1369, 608, 1452, 687), (485, 510, 548, 560), (732, 481, 791, 541), (434, 503, 491, 550)]"
10,"['Matteo JORGENSON', 'Gianni VERMEERSCH', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Tosh VAN DER SANDE', 'Tim VAN DIJKE', 'Xandro MEURISSE']","['204', '6', '11', '204', '191', '1', '16', '15', '7']","[(90, 605, 187, 698), (1285, 599, 1377, 691), (950, 535, 1012, 603), (188, 601, 276, 694), (674, 470, 737, 529), (1004, 525, 1077, 593), (485, 510, 548, 560), (735, 469, 790, 522), (442, 488, 499, 532)]"
11,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Tim VAN DIJKE', 'Xandro MEURISSE', 'Gianni VERMEERSCH']","['204', '11', '204', '191', '1', '15', '7', '6']","[(113, 594, 206, 679), (951, 522, 1017, 589), (214, 587, 302, 680), (679, 458, 742, 519), (1007, 514, 1074, 582), (735, 469, 790, 522), (450, 474, 505, 519), (1287, 554, 1401, 636)]"
12,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Tim VAN DIJKE', 'Xandro MEURISSE', 'Gianni VERMEERSCH', 'Gianni VERMEERSCH']","['204', '11', '204', '191', '1', '15', '7', '6', '6']","[(141, 575, 242, 670), (973, 505, 1038, 575), (243, 571, 335, 664), (697, 448, 760, 507), (1027, 499, 1096, 570), (735, 469, 790, 522), (450, 474, 505, 519), (1287, 554, 1401, 636), (529, 454, 589, 507)]"
13,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Xandro MEURISSE', 'Gianni VERMEERSCH', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Søren KRAGH ANDERSEN']","['204', '11', '204', '191', '1', '7', '6', '6', '5', '5']","[(178, 564, 269, 658), (998, 494, 1068, 558), (280, 556, 366, 648), (722, 437, 785, 494), (1027, 499, 1096, 570), (450, 474, 505, 519), (1318, 530, 1419, 628), (529, 454, 589, 507), (36, 503, 103, 567), (0, 501, 43, 562)]"
14,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '1', '6', '6', '5', '5', '1']","[(212, 550, 314, 642), (1022, 477, 1089, 551), (313, 544, 403, 635), (748, 422, 814, 481), (1027, 499, 1096, 570), (1347, 521, 1440, 614), (529, 454, 589, 507), (36, 503, 103, 567), (0, 501, 43, 562), (1077, 473, 1143, 543)]"
15,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '5', '5', '1', '1']","[(247, 537, 338, 628), (1043, 468, 1110, 536), (352, 533, 437, 621), (777, 412, 838, 469), (1347, 521, 1440, 614), (57, 481, 117, 540), (0, 501, 43, 562), (1098, 464, 1165, 532), (842, 405, 900, 461)]"
16,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['204', '11', '204', '191', '6', '5', '1', '1', '8', '6']","[(275, 526, 371, 615), (1064, 462, 1132, 530), (373, 524, 462, 613), (796, 402, 859, 458), (1387, 504, 1482, 598), (83, 466, 143, 524), (1119, 453, 1188, 523), (842, 405, 900, 461), (624, 417, 684, 461), (1468, 502, 1549, 580)]"
17,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['204', '11', '204', '191', '6', '5', '1', '1', '8', '6']","[(300, 521, 387, 608), (1075, 453, 1145, 525), (394, 517, 486, 610), (814, 392, 878, 452), (1408, 499, 1500, 586), (110, 459, 168, 516), (1132, 447, 1201, 514), (842, 405, 900, 461), (624, 417, 684, 461), (1468, 502, 1549, 580)]"
18,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['204', '11', '204', '191', '6', '5', '1', '8', '6', '8']","[(325, 513, 414, 603), (1089, 445, 1156, 514), (419, 510, 508, 605), (829, 383, 894, 447), (1420, 491, 1518, 584), (136, 453, 191, 511), (1143, 436, 1212, 507), (598, 401, 662, 447), (1468, 502, 1549, 580), (661, 397, 717, 448)]"
19,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '5', '1', '8', '8', '55', '3', '1']","[(349, 507, 433, 593), (1099, 438, 1170, 505), (440, 506, 526, 598), (844, 380, 906, 439), (1432, 491, 1519, 577), (158, 442, 215, 498), (1157, 427, 1226, 498), (615, 393, 671, 437), (670, 392, 728, 439), (209, 441, 270, 500), (1507, 487, 1591, 566), (904, 377, 965, 435)]"
20,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL', 'Xandro MEURISSE', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '5', '1', '7', '10', '55', '3', '1']","[(367, 501, 458, 586), (1107, 431, 1174, 502), (455, 502, 553, 597), (861, 373, 922, 430), (1442, 485, 1535, 577), (176, 438, 232, 493), (1165, 422, 1236, 493), (628, 387, 687, 433), (685, 384, 743, 435), (226, 437, 286, 495), (1507, 487, 1591, 566), (904, 377, 965, 435)]"
21,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL', 'Xandro MEURISSE', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '5', '1', '7', '10', '55', '3', '1']","[(391, 494, 484, 581), (1119, 425, 1185, 492), (482, 495, 574, 591), (875, 369, 936, 425), (1460, 482, 1543, 565), (195, 432, 252, 489), (1175, 418, 1241, 487), (639, 382, 700, 426), (697, 380, 752, 427), (248, 430, 306, 486), (1507, 487, 1591, 566), (904, 377, 965, 435)]"
22,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Luke ROWE', 'Mathieu VAN DER POEL', 'Xandro MEURISSE', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '65', '1', '7', '10', '55', '3', '1']","[(409, 483, 500, 571), (1125, 422, 1189, 486), (497, 485, 586, 585), (885, 363, 948, 419), (1464, 479, 1546, 557), (214, 423, 270, 480), (1183, 419, 1253, 484), (655, 380, 709, 420), (708, 378, 761, 420), (262, 425, 324, 483), (1536, 475, 1617, 550), (946, 360, 1006, 417)]"
23,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Luke ROWE', 'Mathieu VAN DER POEL', 'Xandro MEURISSE', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '65', '1', '7', '10', '55', '3', '1']","[(421, 478, 514, 567), (1127, 418, 1188, 484), (515, 480, 602, 575), (892, 355, 954, 413), (1464, 476, 1539, 558), (229, 419, 286, 473), (1179, 413, 1252, 481), (655, 373, 712, 417), (710, 367, 765, 415), (277, 418, 342, 479), (1530, 469, 1611, 543), (954, 353, 1011, 410)]"
24,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Luke ROWE', 'Mathieu VAN DER POEL', 'Connor SWIFT', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '65', '1', '67', '10', '55', '3', '1']","[(437, 476, 530, 562), (1128, 411, 1192, 475), (533, 475, 616, 566), (900, 348, 962, 408), (1462, 466, 1548, 555), (239, 411, 294, 471), (1183, 406, 1251, 474), (662, 369, 714, 411), (708, 361, 768, 412), (287, 412, 350, 477), (1530, 469, 1611, 543), (961, 348, 1019, 404)]"
25,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Luke ROWE', 'Mathieu VAN DER POEL', 'Connor SWIFT', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '65', '1', '67', '10', '55', '3', '1']","[(448, 474, 541, 561), (1128, 404, 1188, 470), (540, 472, 626, 562), (902, 345, 964, 404), (1458, 458, 1545, 548), (251, 407, 307, 467), (1181, 401, 1249, 472), (658, 361, 714, 409), (709, 356, 769, 406), (300, 409, 359, 469), (1529, 456, 1613, 532), (963, 340, 1022, 396)]"
26,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Luke ROWE', 'Mathieu VAN DER POEL', 'Connor SWIFT', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '6', '65', '1', '67', '10', '55', '3', '1']","[(459, 474, 547, 558), (1127, 396, 1184, 462), (553, 466, 637, 559), (904, 339, 965, 398), (1447, 453, 1540, 541), (263, 400, 319, 458), (1177, 394, 1245, 464), (653, 358, 711, 406), (707, 354, 766, 402), (311, 404, 370, 460), (1529, 456, 1613, 532), (965, 334, 1023, 390)]"
27,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Neilson POWLESS', 'Luke ROWE', 'Mathieu VAN DER POEL', 'Connor SWIFT', 'Mads PEDERSEN', 'Maurice BALLERSTEDT', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '96', '65', '1', '67', '10', '55', '3', '1', '1']","[(470, 466, 554, 556), (1123, 394, 1178, 458), (560, 462, 647, 550), (905, 337, 965, 395), (1448, 440, 1544, 523), (276, 398, 330, 455), (1174, 390, 1243, 459), (650, 352, 708, 400), (706, 347, 764, 397), (325, 399, 380, 454), (1529, 456, 1613, 532), (965, 333, 1023, 387), (405, 406, 466, 466)]"
28,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Neilson POWLESS', 'Luke ROWE', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Mathieu VAN DER POEL']","['204', '11', '204', '191', '96', '65', '11', '67', '10', '55', '131', '1']","[(478, 464, 569, 552), (1121, 389, 1175, 453), (566, 460, 656, 544), (904, 334, 964, 392), (1428, 436, 1517, 524), (286, 398, 339, 451), (1175, 385, 1242, 453), (646, 348, 706, 395), (702, 344, 758, 392), (333, 397, 391, 454), (962, 329, 1022, 385), (413, 398, 475, 462)]"
29,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Neilson POWLESS', 'Luke ROWE', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '96', '65', '11', '67', '10', '55', '131', '12']","[(485, 464, 574, 548), (1117, 387, 1177, 450), (576, 456, 662, 544), (902, 325, 966, 384), (1418, 432, 1510, 515), (292, 399, 346, 454), (1172, 382, 1241, 450), (639, 345, 697, 394), (692, 344, 753, 392), (341, 398, 397, 454), (959, 323, 1020, 377), (419, 398, 484, 458)]"
30,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Neilson POWLESS', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '96', '55', '11', '67', '10', '55', '131', '12']","[(492, 460, 578, 549), (1114, 386, 1173, 450), (583, 455, 670, 541), (900, 321, 964, 382), (1406, 427, 1493, 509), (297, 397, 350, 450), (1167, 380, 1239, 447), (637, 344, 694, 392), (692, 343, 751, 389), (347, 395, 400, 450), (961, 320, 1020, 375), (425, 392, 490, 454)]"
31,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '6', '55', '11', '67', '10', '55', '131', '12', '9']","[(497, 457, 580, 543), (1105, 383, 1163, 451), (587, 451, 673, 539), (899, 319, 962, 378), (1390, 422, 1480, 507), (299, 394, 350, 452), (1160, 379, 1228, 448), (636, 341, 689, 388), (684, 341, 745, 390), (349, 390, 403, 448), (958, 318, 1017, 373), (430, 392, 496, 451), (1450, 418, 1534, 498)]"
32,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '6', '55', '11', '67', '10', '55', '131', '12', '9']","[(503, 453, 590, 540), (1105, 378, 1164, 442), (591, 452, 679, 538), (893, 317, 955, 375), (1375, 420, 1468, 504), (300, 389, 355, 450), (1160, 375, 1222, 442), (659, 339, 709, 385), (677, 337, 742, 386), (352, 384, 407, 444), (953, 316, 1012, 373), (432, 390, 495, 448), (1450, 418, 1534, 498)]"
33,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '67', '10', '55', '131', '12', '9', '7']","[(508, 451, 594, 538), (1097, 374, 1157, 437), (595, 452, 684, 540), (887, 313, 953, 373), (1360, 417, 1447, 497), (301, 384, 356, 446), (1149, 369, 1215, 436), (671, 334, 733, 386), (677, 337, 742, 386), (351, 380, 409, 443), (948, 311, 1008, 368), (437, 388, 498, 445), (1450, 418, 1534, 498), (624, 333, 678, 383)]"
34,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '67', '10', '55', '131', '12', '7']","[(509, 448, 598, 535), (1084, 372, 1146, 434), (601, 448, 689, 534), (880, 310, 944, 368), (1341, 412, 1433, 494), (298, 381, 353, 442), (1137, 364, 1207, 431), (664, 331, 725, 382), (677, 337, 742, 386), (347, 377, 408, 438), (942, 309, 999, 364), (437, 386, 500, 443), (624, 333, 678, 383)]"
35,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '67', '55', '131', '12', '7']","[(513, 445, 604, 534), (1075, 368, 1133, 429), (607, 445, 693, 535), (876, 304, 939, 364), (1321, 408, 1415, 487), (292, 381, 347, 442), (1128, 360, 1197, 426), (657, 332, 717, 384), (343, 377, 402, 439), (939, 305, 997, 361), (437, 384, 500, 441), (624, 333, 678, 383)]"
36,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '6', '55', '11', '67', '55', '131', '12']","[(516, 442, 604, 529), (1062, 366, 1124, 427), (610, 444, 694, 534), (866, 303, 930, 360), (1304, 404, 1397, 482), (288, 382, 341, 441), (1117, 358, 1187, 425), (644, 330, 705, 380), (339, 379, 399, 442), (928, 302, 989, 359), (437, 375, 506, 439)]"
37,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '6', '55', '11', '67', '55', '131', '12']","[(516, 438, 602, 526), (1051, 363, 1108, 423), (605, 440, 691, 526), (858, 297, 922, 356), (1286, 398, 1376, 473), (283, 382, 338, 442), (1106, 357, 1174, 424), (632, 327, 692, 379), (333, 380, 396, 442), (919, 298, 977, 353), (436, 373, 507, 434)]"
38,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '6', '55', '11', '67', '55', '131', '12']","[(515, 434, 603, 522), (1038, 360, 1100, 421), (605, 436, 692, 527), (848, 293, 915, 352), (1266, 394, 1355, 469), (276, 379, 334, 440), (1093, 353, 1163, 418), (632, 327, 692, 379), (328, 378, 394, 442), (908, 294, 969, 351), (432, 368, 506, 429)]"
39,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Connor SWIFT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '6', '55', '11', '67', '55', '131', '12']","[(513, 432, 602, 522), (1028, 351, 1086, 414), (603, 433, 693, 521), (837, 293, 897, 351), (1245, 389, 1330, 464), (270, 376, 326, 436), (1081, 347, 1149, 413), (632, 327, 692, 379), (321, 376, 381, 439), (908, 294, 969, 351), (427, 370, 492, 432)]"
40,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Mads PEDERSEN', 'Shane ARCHBOLD', 'Edoardo AFFINI']","['204', '11', '204', '191', '6', '55', '11', '55', '131', '12']","[(510, 432, 600, 525), (1013, 348, 1073, 411), (602, 431, 692, 521), (827, 292, 890, 351), (1224, 383, 1314, 465), (261, 375, 319, 437), (1066, 341, 1135, 409), (315, 374, 373, 436), (908, 294, 969, 351), (427, 370, 492, 432)]"
41,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Tim VAN DIJKE']","['204', '11', '204', '191', '6', '55', '11', '55', '72', '15']","[(507, 431, 599, 523), (1003, 343, 1059, 401), (600, 430, 690, 518), (816, 288, 880, 344), (1202, 380, 1292, 461), (254, 372, 314, 431), (1054, 339, 1117, 402), (312, 370, 370, 433), (422, 368, 497, 432), (873, 285, 923, 338)]"
42,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Tim VAN DIJKE']","['204', '11', '204', '191', '6', '55', '11', '55', '72', '15']","[(508, 430, 595, 521), (992, 339, 1054, 400), (594, 425, 688, 514), (805, 286, 871, 342), (1184, 378, 1275, 456), (251, 371, 307, 432), (1046, 332, 1114, 398), (304, 367, 368, 431), (419, 361, 490, 427), (873, 285, 923, 338)]"
43,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Tim VAN DIJKE']","['204', '11', '204', '191', '6', '55', '11', '55', '72', '15']","[(504, 428, 594, 517), (983, 334, 1041, 395), (596, 418, 686, 506), (794, 280, 859, 333), (1164, 369, 1255, 451), (247, 369, 304, 428), (1031, 326, 1098, 391), (299, 360, 363, 425), (416, 357, 484, 427), (873, 285, 923, 338)]"
44,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Wout VAN AERT', 'Gianni VERMEERSCH']","['204', '11', '204', '191', '6', '55', '11', '55', '12', '11', '6']","[(504, 416, 596, 509), (975, 325, 1034, 389), (596, 411, 688, 496), (787, 270, 852, 327), (1146, 359, 1233, 442), (256, 358, 330, 420), (1024, 321, 1089, 386), (294, 355, 358, 419), (417, 351, 486, 421), (848, 265, 902, 316), (1220, 358, 1296, 430)]"
