framenr,riders,numbers,boxes
87,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '191']","[(914, 394, 1011, 491), (1028, 299, 1089, 355), (1009, 388, 1108, 491), (1177, 332, 1252, 409), (555, 335, 616, 402), (690, 334, 767, 406), (1241, 328, 1310, 402), (497, 336, 554, 399), (763, 334, 844, 410), (1079, 295, 1137, 353), (891, 242, 951, 301)]"
88,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '191']","[(916, 392, 1015, 491), (1035, 298, 1095, 354), (1011, 389, 1113, 486), (1173, 332, 1248, 408), (564, 334, 625, 398), (693, 338, 770, 413), (1237, 327, 1305, 395), (506, 336, 565, 397), (770, 335, 850, 411), (1070, 296, 1132, 353), (889, 241, 952, 302)]"
89,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '191']","[(925, 388, 1023, 489), (1035, 296, 1102, 354), (1019, 388, 1116, 484), (1167, 329, 1247, 408), (567, 331, 631, 400), (699, 338, 780, 416), (1236, 326, 1305, 395), (510, 337, 569, 399), (773, 335, 855, 408), (1070, 296, 1132, 353), (887, 240, 953, 302)]"
90,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '191']","[(928, 387, 1028, 488), (1061, 292, 1132, 353), (1021, 386, 1123, 480), (1190, 322, 1276, 395), (569, 331, 635, 399), (706, 337, 788, 417), (1224, 321, 1293, 389), (516, 337, 571, 403), (777, 332, 859, 406), (1070, 296, 1132, 353), (887, 240, 951, 303)]"
91,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '191']","[(934, 386, 1031, 485), (1062, 290, 1130, 355), (1028, 388, 1126, 481), (1196, 320, 1288, 393), (572, 332, 635, 401), (709, 336, 791, 417), (1221, 321, 1289, 389), (516, 339, 572, 407), (781, 330, 865, 406), (888, 239, 951, 300)]"
92,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '191']","[(939, 388, 1039, 488), (1063, 289, 1127, 352), (1036, 389, 1128, 491), (1149, 322, 1230, 406), (573, 333, 637, 402), (715, 338, 794, 418), (1216, 322, 1285, 390), (517, 341, 575, 409), (787, 330, 867, 402), (888, 239, 951, 301)]"
93,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '191']","[(945, 388, 1047, 491), (1063, 289, 1127, 352), (1042, 394, 1137, 493), (1145, 323, 1222, 404), (574, 335, 638, 404), (720, 341, 798, 420), (1208, 321, 1275, 388), (518, 344, 577, 411), (791, 332, 873, 401), (884, 240, 948, 301)]"
94,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '191']","[(949, 392, 1050, 491), (1063, 289, 1127, 352), (1044, 400, 1139, 496), (1140, 330, 1210, 400), (575, 338, 636, 404), (723, 343, 803, 422), (1200, 325, 1269, 390), (519, 345, 577, 412), (796, 337, 876, 407), (885, 241, 947, 301)]"
95,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '96', '55', '72', '191', '67']","[(952, 389, 1052, 490), (1048, 397, 1146, 498), (1143, 332, 1205, 395), (576, 340, 636, 406), (723, 348, 799, 427), (1197, 326, 1263, 393), (516, 346, 579, 413), (797, 341, 876, 413), (882, 246, 940, 303), (473, 272, 537, 318)]"
96,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '96', '55', '72', '191', '67']","[(957, 391, 1056, 490), (1053, 395, 1152, 495), (1140, 330, 1200, 392), (572, 344, 633, 410), (724, 350, 800, 429), (1191, 327, 1257, 394), (512, 348, 571, 414), (798, 343, 877, 418), (878, 249, 938, 306), (470, 281, 533, 329)]"
97,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '96', '55', '72', '191', '67']","[(960, 391, 1059, 489), (1056, 394, 1153, 495), (1142, 330, 1201, 388), (568, 348, 629, 415), (723, 353, 802, 431), (1182, 327, 1250, 393), (509, 351, 567, 414), (797, 347, 881, 423), (870, 252, 928, 310), (470, 281, 533, 329)]"
98,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '96', '55', '72', '191', '67']","[(962, 393, 1060, 494), (1060, 395, 1156, 493), (1140, 329, 1201, 386), (565, 355, 624, 422), (723, 355, 803, 434), (1184, 328, 1251, 396), (505, 356, 566, 418), (799, 354, 879, 424), (864, 259, 924, 315), (470, 281, 533, 329)]"
99,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG']","['204', '204', '66', '55', '12', '96', '55', '72', '191']","[(972, 399, 1065, 495), (1068, 398, 1163, 492), (1139, 329, 1197, 387), (563, 360, 624, 427), (724, 359, 803, 436), (1178, 329, 1239, 390), (501, 360, 561, 423), (799, 357, 880, 428), (857, 260, 917, 321)]"
100,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '96', '55', '72', '191', '67']","[(975, 401, 1073, 496), (1068, 397, 1165, 491), (1148, 331, 1208, 390), (557, 362, 620, 430), (722, 359, 807, 436), (1178, 329, 1239, 390), (497, 364, 556, 426), (800, 359, 880, 430), (852, 261, 915, 321), (453, 291, 511, 340)]"
101,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '96', '55', '72', '191', '67']","[(981, 401, 1079, 500), (1076, 394, 1176, 487), (1148, 334, 1226, 395), (555, 361, 614, 428), (720, 358, 808, 433), (1178, 329, 1239, 390), (495, 363, 553, 423), (800, 358, 881, 429), (846, 261, 906, 322), (449, 281, 507, 333)]"
102,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '55', '72', '191', '67']","[(984, 403, 1080, 498), (1080, 393, 1178, 486), (1143, 331, 1221, 397), (552, 360, 613, 427), (722, 359, 810, 434), (495, 360, 550, 422), (801, 358, 881, 429), (838, 261, 902, 320), (450, 275, 505, 323)]"
103,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '55', '72', '191', '67', '19']","[(987, 400, 1087, 498), (1085, 393, 1179, 483), (1143, 331, 1221, 397), (553, 358, 613, 426), (723, 361, 810, 435), (494, 359, 550, 423), (801, 359, 883, 431), (832, 260, 894, 321), (449, 273, 504, 320), (887, 255, 939, 304)]"
104,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT']","['204', '204', '66', '55', '12', '55', '72', '191', '67', '19']","[(996, 397, 1094, 494), (1090, 392, 1184, 477), (1143, 331, 1221, 397), (552, 356, 611, 424), (723, 364, 812, 438), (494, 358, 549, 422), (801, 360, 881, 432), (831, 258, 891, 317), (449, 273, 504, 320), (882, 255, 935, 302)]"
105,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Connor SWIFT', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '67', '19', '1']","[(1000, 395, 1099, 493), (1097, 391, 1191, 479), (552, 356, 610, 424), (723, 361, 812, 438), (493, 359, 547, 426), (802, 358, 882, 431), (828, 256, 890, 316), (449, 273, 504, 320), (882, 255, 935, 302), (979, 300, 1037, 360)]"
106,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '19', '1']","[(1008, 395, 1103, 491), (1105, 391, 1198, 484), (549, 356, 607, 424), (723, 361, 809, 439), (490, 360, 544, 426), (798, 359, 881, 427), (827, 258, 885, 317), (882, 255, 935, 302), (973, 304, 1027, 362)]"
107,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19']","[(1011, 392, 1104, 489), (1114, 392, 1201, 490), (547, 356, 608, 424), (721, 361, 805, 440), (485, 362, 545, 427), (798, 357, 878, 423), (827, 253, 885, 313), (971, 303, 1023, 361), (876, 253, 928, 305)]"
108,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19']","[(1021, 388, 1111, 487), (1118, 392, 1205, 489), (545, 353, 605, 421), (719, 358, 805, 439), (485, 358, 543, 423), (797, 353, 878, 422), (828, 250, 885, 307), (971, 301, 1024, 360), (875, 248, 929, 303)]"
109,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19']","[(1025, 388, 1120, 481), (1121, 390, 1210, 486), (543, 346, 607, 417), (718, 353, 801, 433), (482, 353, 542, 420), (794, 347, 875, 421), (825, 249, 882, 301), (983, 297, 1044, 355), (875, 246, 928, 295)]"
110,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1028, 385, 1126, 475), (1125, 388, 1220, 482), (539, 345, 604, 412), (714, 353, 796, 429), (482, 349, 541, 414), (790, 346, 868, 416), (820, 244, 880, 299), (968, 298, 1012, 353), (875, 246, 928, 295), (997, 296, 1044, 346)]"
111,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1033, 379, 1130, 466), (1135, 380, 1223, 477), (541, 344, 599, 409), (708, 350, 788, 429), (480, 348, 539, 410), (786, 344, 863, 414), (820, 241, 880, 297), (961, 295, 1007, 351), (873, 240, 920, 292), (1000, 291, 1046, 340)]"
112,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1040, 375, 1139, 465), (1139, 377, 1231, 473), (536, 344, 596, 408), (705, 349, 787, 427), (476, 344, 534, 406), (783, 343, 860, 414), (815, 237, 877, 293), (960, 287, 1010, 347), (869, 233, 922, 284), (996, 284, 1046, 342)]"
113,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1046, 375, 1144, 464), (1143, 373, 1236, 471), (535, 341, 595, 407), (703, 348, 786, 424), (474, 340, 533, 408), (782, 343, 859, 413), (819, 234, 876, 292), (960, 285, 1008, 345), (866, 229, 921, 283), (1001, 282, 1052, 336)]"
114,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1053, 376, 1148, 467), (1151, 367, 1244, 468), (535, 341, 596, 409), (702, 347, 785, 423), (473, 338, 534, 406), (783, 343, 860, 415), (816, 237, 871, 292), (960, 283, 1009, 343), (863, 228, 918, 282), (1004, 281, 1057, 335)]"
115,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1060, 375, 1153, 468), (1156, 367, 1251, 465), (534, 339, 597, 408), (701, 346, 786, 423), (474, 336, 534, 404), (784, 343, 859, 416), (809, 235, 869, 292), (960, 282, 1008, 342), (860, 225, 916, 280), (1002, 280, 1051, 336)]"
116,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '1']","[(1064, 376, 1155, 469), (1161, 369, 1253, 464), (534, 340, 597, 409), (701, 347, 786, 422), (475, 338, 532, 401), (784, 343, 862, 416), (805, 233, 865, 289), (958, 284, 1006, 344), (856, 229, 911, 280), (999, 281, 1048, 337)]"
117,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '1']","[(1067, 380, 1160, 472), (1164, 371, 1255, 464), (536, 343, 596, 411), (703, 349, 787, 425), (474, 340, 533, 404), (784, 344, 861, 419), (802, 237, 860, 289), (954, 289, 1002, 347), (856, 229, 911, 280), (995, 283, 1049, 338)]"
118,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '1']","[(1071, 379, 1163, 477), (1165, 374, 1257, 468), (536, 345, 597, 413), (700, 354, 786, 431), (474, 345, 533, 408), (782, 352, 862, 424), (795, 241, 855, 296), (949, 294, 1001, 355), (850, 239, 901, 289), (989, 288, 1042, 347)]"
119,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '1']","[(1073, 384, 1167, 480), (1166, 378, 1259, 468), (538, 353, 598, 423), (702, 362, 788, 438), (478, 354, 533, 417), (782, 360, 861, 432), (792, 248, 850, 300), (963, 298, 1034, 355), (846, 245, 900, 295), (989, 288, 1042, 347)]"
120,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '1']","[(1074, 392, 1172, 487), (1171, 387, 1263, 478), (539, 359, 603, 432), (699, 369, 784, 448), (480, 366, 535, 428), (777, 365, 856, 437), (788, 257, 849, 312), (939, 307, 992, 366), (843, 255, 896, 306), (983, 299, 1037, 355)]"
121,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '1']","[(1075, 401, 1171, 492), (1173, 396, 1260, 490), (538, 371, 602, 441), (693, 382, 777, 459), (480, 376, 536, 439), (770, 371, 850, 443), (783, 263, 846, 322), (947, 310, 1020, 370), (842, 262, 893, 316), (976, 307, 1033, 365)]"
122,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1075, 407, 1171, 501), (1168, 407, 1260, 501), (538, 378, 601, 445), (691, 389, 774, 465), (479, 382, 537, 447), (769, 379, 848, 453), (783, 268, 843, 326), (931, 321, 984, 381), (833, 268, 889, 323), (975, 316, 1032, 376)]"
123,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1076, 414, 1171, 507), (1169, 413, 1260, 505), (536, 380, 600, 447), (686, 396, 770, 474), (476, 387, 537, 451), (765, 386, 843, 459), (781, 273, 842, 331), (927, 326, 981, 389), (829, 270, 886, 325), (974, 322, 1028, 381)]"
124,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1077, 420, 1172, 513), (1176, 418, 1265, 515), (537, 384, 600, 454), (682, 400, 769, 480), (475, 390, 536, 457), (761, 391, 838, 465), (780, 280, 838, 334), (923, 333, 973, 394), (827, 279, 879, 330), (967, 327, 1021, 386)]"
125,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1079, 425, 1173, 513), (1179, 423, 1269, 517), (534, 389, 603, 458), (678, 405, 764, 483), (475, 395, 540, 461), (757, 398, 839, 472), (778, 285, 835, 339), (927, 335, 983, 392), (825, 281, 878, 333), (962, 332, 1020, 390)]"
126,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1083, 426, 1176, 512), (1183, 424, 1273, 517), (535, 392, 601, 463), (676, 409, 761, 485), (473, 399, 539, 465), (757, 406, 837, 482), (769, 291, 830, 347), (916, 339, 964, 398), (824, 285, 873, 333), (959, 335, 1015, 390)]"
127,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1087, 427, 1181, 515), (1185, 425, 1277, 520), (539, 400, 603, 470), (677, 414, 761, 487), (478, 405, 541, 469), (756, 412, 836, 487), (767, 296, 827, 350), (916, 344, 963, 399), (822, 292, 874, 339), (958, 342, 1012, 395)]"
128,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1095, 430, 1192, 522), (1189, 429, 1283, 526), (543, 405, 609, 475), (679, 419, 762, 494), (482, 409, 542, 473), (760, 419, 840, 498), (774, 300, 833, 354), (914, 346, 961, 404), (822, 295, 869, 343), (956, 344, 1009, 401)]"
129,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '12', '55', '72', '191', '11', '19', '11']","[(1102, 437, 1198, 527), (1198, 434, 1293, 527), (550, 410, 612, 479), (680, 423, 762, 498), (488, 414, 547, 476), (762, 426, 840, 506), (774, 303, 835, 358), (917, 350, 964, 409), (825, 299, 875, 349), (957, 346, 1014, 402)]"
130,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '191', '11', '19', '1']","[(1108, 441, 1203, 535), (1206, 436, 1299, 530), (557, 415, 616, 482), (684, 424, 768, 499), (495, 418, 554, 479), (769, 428, 846, 508), (770, 306, 834, 363), (918, 355, 966, 412), (827, 301, 877, 353), (960, 350, 1018, 409)]"
131,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '191', '11', '19', '1']","[(1117, 444, 1210, 536), (1212, 438, 1306, 533), (563, 416, 626, 484), (687, 423, 768, 500), (502, 416, 562, 480), (772, 428, 846, 509), (773, 308, 835, 363), (921, 359, 970, 416), (828, 303, 878, 353), (965, 354, 1020, 411)]"
132,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '191', '11', '19', '11']","[(1121, 446, 1220, 536), (1222, 441, 1309, 529), (567, 416, 631, 486), (693, 424, 771, 500), (507, 420, 569, 484), (774, 429, 852, 511), (771, 310, 837, 366), (925, 364, 972, 419), (828, 303, 878, 353), (963, 358, 1019, 414)]"
133,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '191', '11', '19', '1']","[(1129, 447, 1222, 539), (1225, 437, 1317, 531), (577, 418, 637, 484), (694, 428, 780, 508), (517, 422, 578, 483), (779, 430, 860, 509), (778, 312, 844, 370), (927, 364, 976, 423), (828, 303, 878, 353), (968, 359, 1022, 420)]"
134,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '191', '11', '1', '19']","[(1135, 445, 1235, 538), (1235, 438, 1324, 533), (580, 417, 645, 487), (703, 431, 786, 512), (524, 421, 581, 485), (783, 431, 862, 512), (785, 315, 848, 369), (929, 364, 978, 423), (971, 360, 1024, 422), (840, 310, 885, 357)]"
135,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '191', '11', '1', '19', '66']","[(1141, 444, 1241, 537), (1240, 435, 1331, 530), (592, 417, 659, 490), (712, 432, 793, 515), (534, 425, 594, 489), (795, 434, 873, 511), (798, 313, 855, 363), (932, 364, 985, 424), (976, 359, 1032, 421), (840, 310, 885, 357), (1056, 378, 1130, 449)]"
